PERMNO,TICKER,COMNAM,date
18360,GCMG,G C M GROSVENOR INC,2023-12-29
22296,DERM,JOURNEY MEDICAL CORP,2023-12-29
19905,IWFH,ISHARES TRUST,2023-12-29
17286,CEPU,CENTRAL PUERTO S A,2023-12-29
90634,AX,AXOS FINANCIAL INC,2023-12-29
22763,ANGH,ANGHAMI INC,2023-12-29
19505,JAMF,JAMF HOLDING CORP,2023-12-29
88319,VC,VISTEON CORP,2023-12-29
56936,JHS,HANCOCK JOHN INCOME SECS TR,2023-12-29
50243,SVT,SERVOTRONICS INC,2023-12-29
23859,IBOT,VANECK E T F TRUST,2023-12-29
14135,PED,PEDEVCO CORP,2023-12-29
89764,ERC,ALLSPRING MULTI-SECTOR INC FD,2023-12-29
17287,BRSP,BRIGHTSPIRE CAPITAL INC,2023-12-29
90630,DSX,DIANA SHIPPING INC,2023-12-29
19506,VERX,VERTEX INC,2023-12-29
53065,IPG,INTERPUBLIC GROUP COS INC,2023-12-29
18363,LKCO,LUOKUNG TECHNOLOGY CORP,2023-12-29
69761,BCS,BARCLAYS PLC,2023-12-29
13126,BBH,VANECK E T F TRUST,2023-12-29
18362,LDSF,FIRST TRUST E T F VIII,2023-12-29
20646,OSCR,OSCAR HEALTH INC,2023-12-29
10333,XOMA,XOMA CORP,2023-12-29
77790,STRS,STRATUS PROPERTIES INC,2023-12-29
22762,AIB,A I B ACQUISITION CORP,2023-12-29
91702,IGIB,ISHARES TRUST,2023-12-29
93206,CHIM,GLOBAL X FUNDS,2023-12-29
21597,PECO,PHILLIPS EDISON & COMPANY INC,2023-12-29
17297,FLAX,FRANKLIN TEMPLETON E T F TRUST,2023-12-29
22295,CMPX,COMPASS THERAPEUTICS INC,2023-12-29
21774,TCBC,TC BANCSHARES INC,2023-12-29
21081,NPCE,NEUROPACE INC,2023-12-29
17301,ZEPP,ZEPP HEALTH CORP,2023-12-29
92537,BJK,VANECK E T F TRUST,2023-12-29
22756,SGHC,SUPER GROUP SGHC LTD,2023-12-29
15556,IPAY,E T F MANAGERS TRUST,2023-12-29
13604,BERY,BERRY GLOBAL GROUP INC,2023-12-29
64929,KWR,QUAKER CHEMICAL CORP,2023-12-29
60943,LEG,LEGGETT & PLATT INC,2023-12-29
89777,BLW,BLACKROCK LTD DURATION INCOME TR,2023-12-29
87280,NGG,NATIONAL GRID PLC,2023-12-29
19903,HYBB,ISHARES TRUST,2023-12-29
24486,MSS,MAISON SOLUTIONS INC,2023-12-29
17309,PACK,RANPAK HOLDINGS CORP,2023-12-29
23320,JZ,JIANZHI EDUCATION TECH GRP CO LT,2023-12-29
24074,ODD,ODDITY TECH LTD,2023-12-29
20652,SNCY,SUN COUNTRY AIRLINES HLDGS INC,2023-12-29
19508,JULT,A I M E T F PRODUCTS TRUST,2023-12-29
23511,GLST,GLOBAL STAR ACQUISITION INC,2023-12-29
22300,ESMV,ISHARES TRUST,2023-12-29
18348,JCPB,J P MORGAN E T F TRUST,2023-12-29
23863,MGIH,MILLENNIUM GROUP INTL HLDGS LTD,2023-12-29
14127,AAMC,ALTISOURCE ASSET MANAGEMENT CORP,2023-12-29
19509,JULW,A I M E T F PRODUCTS TRUST,2023-12-29
84234,PLUS,EPLUS INC,2023-12-29
21079,NBST,NEWBURY STREET ACQUISITION CORP,2023-12-29
17310,CAAP,CORPORACION AMERICA AIRPORTS S A,2023-12-29
90621,XMMO,INVESCO E T F TRUST,2023-12-29
13129,OIH,VANECK E T F TRUST,2023-12-29
12443,NUGT,DIREXION SHARES E T F TRUST,2023-12-29
13782,SMLV,SPDR SERIES TRUST,2023-12-29
18349,NRGX,PIMCO ENERGY & TACT CRED OPP FD,2023-12-29
17307,VICI,VICI PROPERTIES INC,2023-12-29
15563,IGBH,ISHARES U S ETF TRUST,2023-12-29
36397,FHN,FIRST HORIZON CORP,2023-12-29
23861,JYD,JAYUD GLOBAL LOGISTICS LTD,2023-12-29
14132,VLRS,CONTROLADORA VUELA COMP DE AVIA,2023-12-29
22298,DRUG,BRIGHT MINDS BIOSCIENCES INC,2023-12-29
14987,STLA,STELLANTIS NV,2023-12-29
77806,MQY,BLACKROCK MUNIYIELD QUALITY FUND,2023-12-29
90623,XSMO,INVESCO E T F TRUST,2023-12-29
91991,FGB,FIRST TRUST SPECIALTY FN & FNC,2023-12-29
20648,RBLX,ROBLOX CORP,2023-12-29
42614,MOGB,MOOG INC,2023-12-29
19507,ASGI,ABRDN GLOBAL INFRA INCOME FUND,2023-12-29
90622,XSVM,INVESCO E T F TRUST,2023-12-29
21773,TBLD,THORNBURG INCOME BUILDER OPP TR,2023-12-29
79665,TEI,TEMPLETON EMERG MKTS INC FD,2023-12-29
88310,PUK,PRUDENTIAL PLC,2023-12-29
17302,KURE,KRANESHARES TRUST,2023-12-29
13428,SDOG,ALPS E T F TRUST,2023-12-29
22757,ZIMV,ZIMVIE INC,2023-12-29
21598,BRDG,BRIDGE INVESTMENT GP HLDGS INC,2023-12-29
18354,SSPY,SYNTAX E T F TRUST,2023-12-29
91703,IGSB,ISHARES TRUST,2023-12-29
15562,HFXI,INDEXIQ E T F TRUST,2023-12-29
63706,NRT,NORTH EUROPEAN OIL RTY TR,2023-12-29
20649,HAYW,HAYWARD HOLDINGS INC,2023-12-29
85621,MTD,METTLER TOLEDO INTERNATIONAL INC,2023-12-29
89773,JQC,NUVEEN CREDIT STRATEGIES INC FD,2023-12-29
18364,MDJH,M D J M LTD,2023-12-29
15571,HSCZ,ISHARES TRUST,2023-12-29
28388,VNO,VORNADO REALTY TRUST,2023-12-29
17265,LEGR,FIRST TRUST E T F VI,2023-12-29
15579,TXN,TEXAS INSTRUMENTS INC,2023-12-29
23514,CMND,CLEARMIND MEDICINE INC,2023-12-29
14145,AAOI,APPLIED OPTOELECTRONICS INC,2023-12-29
17266,VYNE,VYNE THERAPEUTICS INC,2023-12-29
90640,AYRO,AYRO INC,2023-12-29
88341,HWBK,HAWTHORN BANCSHARES INC,2023-12-29
22290,BSFC,BLUE STAR FOODS CORP,2023-12-29
10355,DJCO,DAILY JOURNAL CORP,2023-12-29
18376,ALEC,ALECTOR INC,2023-12-29
14144,CNHI,C N H INDUSTRIAL N V,2023-12-29
91993,FEX,FIRST TR EXCH TRD ALPHADEX FD,2023-12-29
23312,AMID,E A SERIES TRUST,2023-12-29
92795,OEF,ISHARES TRUST,2023-12-29
59459,TRV,TRAVELERS COMPANIES INC,2023-12-29
42877,JBHT,HUNT J B TRANSPORT SERVICES INC,2023-12-29
11891,MGM,M G M RESORTS INTERNATIONAL,2023-12-29
17269,NMRD,NEMAURA MEDICAL INC,2023-12-29
13701,YY,JOYY INC,2023-12-29
21596,NABL,N ABLE INC,2023-12-29
19906,JAAA,JANUS DETROIT STREET TRUST,2023-12-29
20640,GRI,GRI BIO INC,2023-12-29
77780,CENT,CENTRAL GARDEN & PET CO,2023-12-29
22766,BRAC,BROAD CAPITAL ACQUISITION CORP,2023-12-29
23855,MAGS,LISTED FUNDS TRUST,2023-12-29
14141,SAIC,SCIENCE APPLICATIONS INTL CORP,2023-12-29
91700,GVI,ISHARES TRUST,2023-12-29
23313,BRSH,BRUUSH ORAL CARE INC,2023-12-29
18377,GOSS,GOSSAMER BIO INC,2023-12-29
21778,TCRX,TSCAN THERAPEUTICS INC,2023-12-29
79686,DECK,DECKERS OUTDOOR CORP,2023-12-29
13241,QLTA,ISHARES TRUST,2023-12-29
92521,DGLY,DIGITAL ALLY INC NEW,2023-12-29
19910,LU,LUFAX HOLDING LTD,2023-12-29
18384,VRAI,ETFIS SERIES TRUST I,2023-12-29
90646,GLQ,CLOUGH GLOBAL EQUITY FUND,2023-12-29
19496,ACCD,ACCOLADE INC,2023-12-29
20638,BNZI,BANZAI INTERNATIONAL INC,2023-12-29
23854,BHRB,BURKE & HERBERT FINANCIAL SERV C,2023-12-29
69796,STZ,CONSTELLATION BRANDS INC,2023-12-29
24488,NVNI,NVNI GROUP LTD,2023-12-29
91699,GBF,ISHARES TRUST,2023-12-29
85645,INGR,INGREDION INC,2023-12-29
15580,AAME,ATLANTIC AMERICAN CORP,2023-12-29
22768,CEAD,C E A INDUSTRIES INC,2023-12-29
92985,QABA,FIRST TRUST EXCHANGE TRADED FUND,2023-12-29
89748,BMVP,INVESCO E T F TRUST,2023-12-29
20639,VINO,GAUCHO GROUP HOLDINGS INC,2023-12-29
21087,PRVA,PRIVIA HEALTH GROUP INC,2023-12-29
17264,HNDL,STRATEGY SHARES,2023-12-29
22767,ONCO,ONCONETIX INC,2023-12-29
19907,OCTZ,LISTED FUNDS TRUST,2023-12-29
22289,BRTX,BIORESTORATIVE THERAPIES INC,2023-12-29
18380,ARKF,ARK E T F TRUST,2023-12-29
19497,LMND,LEMONADE INC,2023-12-29
24487,NNAG,99 ACQUISITION GROUP INC,2023-12-29
77776,CHN,CHINA FUND INC,2023-12-29
24116,PXDT,PIXIE DUST TECHNOLOGIES INC,2023-12-29
15578,MOTI,VANECK E T F TRUST,2023-12-29
92809,FSFG,FIRST SAVINGS FINANCIAL GRP INC,2023-12-29
17281,WHD,CACTUS INC,2023-12-29
13833,KORU,DIREXION SHARES E T F TRUST,2023-12-29
22293,GLW,CORNING INC,2023-12-29
79668,BDC,BELDEN INC NEW,2023-12-29
23314,CONL,GRANITESHARES E T F TRUST,2023-12-29
15572,HAWX,ISHARES TRUST,2023-12-29
20644,VRPX,VIRPAX PHARMACEUTICALS INC,2023-12-29
21085,MVLA,MOVELLA HOLDINGS INC,2023-12-29
36346,SRCE,1ST SOURCE CORP,2023-12-29
24043,PAAA,P G I M ETF TRUST,2023-12-29
12442,DUST,DIREXION SHARES E T F TRUST,2023-12-29
14985,BSIG,BRIGHTSPHERE INVESTMENT GRP INC,2023-12-29
21776,EXC,EXELON CORP,2023-12-29
91992,FRI,FIRST TRUST E T F II,2023-12-29
13412,IDEX,IDEANOMICS INC,2023-12-29
77785,WIRE,ENCORE WIRE CORP,2023-12-29
22764,AOGO,AROGO CAPITAL ACQ CORP,2023-12-29
12681,STAG,STAG INDUSTRIAL INC,2023-12-29
19502,WBA,WALGREENS BOOTS ALLIANCE INC,2023-12-29
21775,TCBS,TEXAS COMMUNITY BANCSHARES INC,2023-12-29
23858,GDTC,CYTOMED THERAPEUTICS LTD,2023-12-29
14136,RNG,RINGCENTRAL INC,2023-12-29
18365,MTC,MMTEC INC,2023-12-29
20645,PRST,PRESTO AUTOMATION INC,2023-12-29
62498,WST,WEST PHARMACEUTICAL SERVICES INC,2023-12-29
85631,ADSK,AUTODESK INC,2023-12-29
18368,NFE,NEW FORTRESS ENERGY INC,2023-12-29
89753,FORM,FORMFACTOR INC,2023-12-29
81740,SBGI,SINCLAIR INC,2023-12-29
23857,GDHG,GOLDEN HEAVEN GROUP HLDGS LTD,2023-12-29
24262,FDIV,E A SERIES TRUST,2023-12-29
20641,VOR,VOR BIOPHARMA INC,2023-12-29
18372,SXTC,CHINA S X T PHARMACEUTICALS INC,2023-12-29
93122,GDO,WESTERN ASSET GL CP DEF OP FD IN,2023-12-29
19499,NKTX,NKARTA INC,2023-12-29
17270,REKR,REKOR SYSTEMS INC,2023-12-29
75825,EOG,EOG RESOURCES INC,2023-12-29
18370,CLVR,CLEVER LEAVES HOLDINGS INC,2023-12-29
23513,SNAL,SNAIL INC,2023-12-29
84210,FORR,FORRESTER RESEARCH INC,2023-12-29
21086,AEON,AEON BIOPHARMA INC,2023-12-29
17271,SLDB,SOLID BIOSCIENCES INC,2023-12-29
14137,REI,RING ENERGY INC,2023-12-29
22765,AREB,AMERICAN REBEL HOLDINGS INC,2023-12-29
19500,GOCO,GOHEALTH INC,2023-12-29
11442,CHCO,CITY HOLDING CO,2023-12-29
22291,BTBD,B T BRANDS INC,2023-12-29
23856,BTDR,BITDEER TECHNOLOGIES GROUP,2023-12-29
91701,USIG,ISHARES TRUST,2023-12-29
89756,MARK,REMARK HOLDINGS INC,2023-12-29
18369,RBKB,RHINEBECK BANCORP INC,2023-12-29
92528,DALN,DALLASNEWS CORP,2023-12-29
17272,ACET,ADICET BIO INC,2023-12-29
90636,KFFB,KENTUCKY FIRST FEDERAL BANCORP,2023-12-29
14983,W,WAYFAIR INC,2023-12-29
19501,RLAY,RELAY THERAPEUTICS INC,2023-12-29
85636,CM,CANADIAN IMPERIAL BANK COMMERCE,2023-12-29
36768,FLXS,FLEXSTEEL INDUSTRIES INC,2023-12-29
12676,HYMB,SPDR SERIES TRUST,2023-12-29
18347,PJAN,INNOVATOR E T F S TRUST,2023-12-29
93350,NEGG,NEWEGG COMMERCE INC,2023-12-29
24250,ABAT,AMERICAN BATTERY TECHNOLOGY CO,2023-12-29
22311,IMPP,IMPERIAL PETROLEUM INC,2023-12-29
18312,MRNA,MODERNA INC,2023-12-29
23869,TRNR,INTERACTIVE STRENGTH INC,2023-12-29
69586,SBCF,SEACOAST BANKING CORP FLA,2023-12-29
24480,GPIX,GOLDMAN SACHS E T F TRUST,2023-12-29
91707,MVO,M V OIL TRUST,2023-12-29
75809,AEF,ABRDN EMERG MKTS EQTY INCOME FD,2023-12-29
36468,SHW,SHERWIN WILLIAMS CO,2023-12-29
17332,VCTR,VICTORY CAPITAL HOLDINGS INC,2023-12-29
65306,UNF,UNIFIRST CORP,2023-12-29
20660,VABK,VIRGINIA NATL BANKSHARES CORP,2023-12-29
21074,LGO,LARGO INC,2023-12-29
17341,ZS,ZSCALER INC,2023-12-29
18311,LEGH,LEGACY HOUSING CORP,2023-12-29
19517,MMLG,FIRST TRUST E T F VIII,2023-12-29
11850,XOM,EXXON MOBIL CORP,2023-12-29
24479,GPIQ,GOLDMAN SACHS E T F TRUST,2023-12-29
77878,LTC,L T C PROPERTIES INC,2023-12-29
90607,BME,BLACKROCK HEALTH SCIENCES TRUST,2023-12-29
15537,ALOT,ASTRONOVA INC,2023-12-29
15535,OLLI,OLLIES BARGAIN OUTLET HLD INC,2023-12-29
10308,TMP,TOMPKINS FINANCIAL CORP,2023-12-29
22312,IOBT,IO BIOTECH INC,2023-12-29
23324,SARK,INVESTMENT MANAGERS SERIES TR II,2023-12-29
24481,JTEK,J P MORGAN E T F TRUST,2023-12-29
48506,MCO,MOODYS CORP,2023-12-29
19897,GLDG,GOLDMINING INC,2023-12-29
89784,NCZ,VIRTUS CONV & INCOME FUND II,2023-12-29
79637,UHS,UNIVERSAL HEALTH SERVICES INC,2023-12-29
18318,QYLD,GLOBAL X FUNDS,2023-12-29
20659,VZIO,VIZIO HOLDING CORP,2023-12-29
85593,AMG,AFFILIATED MANAGERS GROUP INC,2023-12-29
92955,BZQ,PROSHARES TRUST,2023-12-29
81774,FCX,FREEPORT MCMORAN INC,2023-12-29
88301,IYM,ISHARES TRUST,2023-12-29
93126,ADD,COLOR STAR TECHNOLOGY CO LTD,2023-12-29
18317,QFIN,QIFU TECHNOLOGY INC,2023-12-29
23868,TCJH,TOP KINGWIN LTD,2023-12-29
14097,FOXF,FOX FACTORY HOLDING CORP,2023-12-29
12673,UJB,PROSHARES TRUST,2023-12-29
19898,GHLD,GUILD HOLDINGS CO,2023-12-29
17328,ROBT,FIRST TRUST E T F VI,2023-12-29
17330,SLGL,SOL GEL TECHNOLOGIES LTD,2023-12-29
22743,UPAR,TIDAL E T F TRUST,2023-12-29
21767,SNPO,SNAP ONE HOLDINGS CORP,2023-12-29
13429,ALEX,ALEXANDER & BALDWIN INC NEW,2023-12-29
42585,SJM,SMUCKER J M CO,2023-12-29
90608,INUV,INUVO INC,2023-12-29
84262,STLD,STEEL DYNAMICS INC,2023-12-29
21075,MACA,MORINGA ACQUISITION CORP,2023-12-29
14997,COMT,ISHARES U S ETF TRUST,2023-12-29
23508,FSCO,F S CREDIT OPPORTUNITIES CORP,2023-12-29
89786,MHI,PIONEER MUNI HIGH INCOME FD INC,2023-12-29
15539,PVBC,PROVIDENT BANCORP INC MD,2023-12-29
15002,DBVT,D B V TECHNOLOGIES S A,2023-12-29
89788,EHI,WESTERN ASSET GLOBAL HIGH INC FD,2023-12-29
22742,PORT,SOUTHPORT ACQUISITION CORP,2023-12-29
18305,DMAC,DIAMEDICA THERAPEUTICS INC,2023-12-29
92981,ASPS,ALTISOURCE PORTFOLIO SLTNS S A,2023-12-29
17345,AIHS,SENMIAO TECHNOLOGY LTD,2023-12-29
90604,MTEM,MOLECULAR TEMPLATES INC,2023-12-29
21605,RYAN,RYAN SPECIALTY HOLDINGS INC,2023-12-29
20663,TDUP,THREDUP INC,2023-12-29
85586,ARKR,ARK RESTAURANTS CORP,2023-12-29
19894,GATO,GATOS SILVER INC,2023-12-29
12449,FLT,FLEETCOR TECHNOLOGIES INC,2023-12-29
88298,IYE,ISHARES TRUST,2023-12-29
18304,DAX,GLOBAL X FUNDS,2023-12-29
15533,IBRX,IMMUNITYBIO INC,2023-12-29
77889,FUNC,FIRST UNITED CORP,2023-12-29
42550,NEU,NEWMARKET CORP,2023-12-29
17346,BILI,BILIBILI INC,2023-12-29
15007,FEUZ,FIRST TR EXCH TRD ALPHADEX FD II,2023-12-29
21763,SERA,SERA PROGNOSTICS INC,2023-12-29
92550,BIP,BROOKFIELD INFRASTRUC PARTNER LP,2023-12-29
17349,BTAI,BIOXCEL THERAPEUTICS INC,2023-12-29
90603,PFBC,PREFERRED BANK LOS ANGELES,2023-12-29
12672,TBX,PROSHARES TRUST,2023-12-29
92824,AGZ,ISHARES TRUST,2023-12-29
19893,FUBO,FUBOTV INC,2023-12-29
84275,UNFI,UNITED NATURAL FOODS INC,2023-12-29
21072,KRT,KARAT PACKAGING INC,2023-12-29
89790,TELL,TELLURIAN INC,2023-12-29
23871,USGO,U S GOLDMINING INC,2023-12-29
19516,DJUL,FIRST TRUST E T F VIII,2023-12-29
21764,SGHT,SIGHT SCIENCES INC,2023-12-29
20662,DSGN,DESIGN THERAPEUTICS INC,2023-12-29
19518,FJUL,FIRST TRUST E T F VIII,2023-12-29
88299,IYK,ISHARES TRUST,2023-12-29
20661,ALHC,ALIGNMENT HEALTHCARE INC,2023-12-29
22313,LUNR,INTUITIVE MACHINES INC,2023-12-29
18309,RENB,RENOVARO BIOSCIENCES INC,2023-12-29
23507,DMYY,DMY SQUARED TECHNOLOGY GROUP INC,2023-12-29
85592,PLD,PROLOGIS INC,2023-12-29
17342,DBX,DROPBOX INC,2023-12-29
18306,DTSS,DATASEA INC,2023-12-29
92543,SOL,EMEREN GROUP LTD,2023-12-29
91709,DBE,INVESCO DB MULTI SECT COM TR,2023-12-29
23327,SKGR,S K GROWTH OPPORTUNITIES CORP,2023-12-29
81784,TK,TEEKAY CORP,2023-12-29
17343,RDVT,RED VIOLET INC,2023-12-29
90605,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,2023-12-29
15534,NTRA,NATERA INC,2023-12-29
24288,SYRA,SYRA HEALTH CORP,2023-12-29
19520,FLUD,FRANKLIN TEMPLETON E T F TRUST,2023-12-29
22316,IREN,IRIS ENERGY LTD,2023-12-29
87293,UGP,ULTRAPAR PARTICIPACOES S A,2023-12-29
17344,RFL,RAFAEL HOLDINGS INC,2023-12-29
23870,UCAR,U POWER LTD,2023-12-29
14093,BYU,BAIYU HOLDINGS INC,2023-12-29
89789,AXS,AXIS CAPITAL HOLDINGS LTD,2023-12-29
79618,RAVE,RAVE RESTAURANT GROUP INC,2023-12-29
15004,DWAT,ARROW INVESTMENTS TRUST,2023-12-29
14096,DGRE,WISDOMTREE TRUST,2023-12-29
22746,TCOA,ZALATORIS ACQUISITION CORP,2023-12-29
20658,CRCT,CRICUT INC,2023-12-29
90611,GGN,GAMCO GLBL GOLD NAT RES & INC TR,2023-12-29
21771,SOPH,SOPHIA GENETICS S A,2023-12-29
65947,HCN,WELLTOWER INC,2023-12-29
22302,FNWD,FINWARD BANCORP,2023-12-29
24152,FCFY,FIRST TRUST EXCHANGE TRADED FUND,2023-12-29
28345,MUR,MURPHY OIL CORP,2023-12-29
91990,FAD,FIRST TR EXCH TRD ALPHADEX FD,2023-12-29
17316,CRON,CRONOS GROUP INC,2023-12-29
20655,TIL,INSTIL BIO INC,2023-12-29
21077,MNMD,MIND MEDICINE MINDMED INC,2023-12-29
89780,NHS,NEUBERGER BERMAN HG YD STRAT FD,2023-12-29
92539,MLN,VANECK E T F TRUST,2023-12-29
14107,TNXP,TONIX PHARMACEUTICALS HLDG CORP,2023-12-29
24042,MKOR,MATTHEWS INTERNATIONAL FUNDS,2023-12-29
19513,MID,AMERICAN CENTURY E T F TRUST,2023-12-29
90619,PWB,INVESCO E T F TRUST,2023-12-29
24238,SPDG,SPDR SERIES TRUST,2023-12-29
21600,PYCR,PAYCOR HCM INC,2023-12-29
22303,GATE,MARBLEGATE ACQUISITION CORP,2023-12-29
18343,LGOV,FIRST TRUST E T F IV,2023-12-29
11884,IPAR,INTERMEDIATE PARFUMS INC,2023-12-29
75811,MUFG,MITSUBISHI UFJ FINANCIAL GP INC,2023-12-29
12447,AG,FIRST MAJESTIC SILVER CORP,2023-12-29
53074,MLAB,MESA LABORATORIES INC,2023-12-29
55212,SPXC,S P X TECHNOLOGIES INC,2023-12-29
91705,IEI,ISHARES TRUST,2023-12-29
15542,VTVT,V T V THERAPEUTICS INC,2023-12-29
17317,EOLS,EVOLUS INC,2023-12-29
77857,OHI,OMEGA HEALTHCARE INVESTORS INC,2023-12-29
90620,PWV,INVESCO E T F TRUST,2023-12-29
93318,SIL,GLOBAL X FUNDS,2023-12-29
13738,WES,WESTERN MIDSTREAM PARTNERS L P,2023-12-29
14988,LBRDK,LIBERTY BROADBAND CORP,2023-12-29
22301,FINW,FINWISE BANCORP,2023-12-29
23864,MKAM,E A SERIES TRUST,2023-12-29
79663,SQM,SOCIEDAD QUIMICA & MINERA CHL SA,2023-12-29
19512,ESGA,AMERICAN CENTURY E T F TRUST,2023-12-29
23321,MEGL,MAGIC EMPIRE GLOBAL LTD,2023-12-29
15546,Z,ZILLOW GROUP INC,2023-12-29
20653,OLO,OLO INC,2023-12-29
69649,RJF,RAYMOND JAMES FINANCIAL INC,2023-12-29
17313,BLNK,BLINK CHARGING CO,2023-12-29
14108,FID,FIRST TRUST E T F VI,2023-12-29
81761,OBLG,OBLONG INC,2023-12-29
21599,ERAS,ERASCA INC,2023-12-29
89778,CHT,CHUNGHWA TELECOM CO LTD,2023-12-29
77818,MMU,WESTERN ASSET MANAGED MUNIS FUND,2023-12-29
22752,MRK,MERCK & CO INC NEW,2023-12-29
15543,XELB,XCEL BRANDS INC,2023-12-29
18346,BJAN,INNOVATOR E T F S TRUST,2023-12-29
20654,NAPA,DUCKHORN PORTFOLIO INC,2023-12-29
14991,ATRA,ATARA BIOTHERAPEUTICS INC,2023-12-29
23510,ACRV,ACRIVON THERAPEUTICS INC,2023-12-29
92887,GXG,GLOBAL X FUNDS,2023-12-29
85604,EPR,E P R PROPERTIES,2023-12-29
17315,CDLX,CARDLYTICS INC,2023-12-29
18345,UJAN,INNOVATOR E T F S TRUST,2023-12-29
24211,IBIF,ISHARES TRUST,2023-12-29
91704,TLH,ISHARES TRUST,2023-12-29
22750,WEL,INTEGRATED WELLNESS ACQ CORP,2023-12-29
14102,SFM,SPROUTS FARMERS MARKET INC,2023-12-29
24198,XISE,FIRST TRUST E T F VIII,2023-12-29
91989,FAB,FIRST TR EXCH TRD ALPHADEX FD,2023-12-29
17325,MOTS,MOTUS GI HOLDINGS INC,2023-12-29
90612,IGD,VOYA GLOBAL EQT DIV & PRE OPP FD,2023-12-29
14098,KWEB,KRANESHARES TRUST,2023-12-29
24484,LRHC,LA ROSA HOLDINGS CORP,2023-12-29
21076,ADTH,ADTHEORENT HOLDING CO INC,2023-12-29
93204,PALL,ABRDN PALLADIUM ETF TRUST,2023-12-29
19515,POL,POLISHED COM INC,2023-12-29
91706,SHV,ISHARES TRUST,2023-12-29
87289,DHC,DIVERSIFIED HEALTHCARE TRUST,2023-12-29
77860,JEQ,ABRDN JAPAN EQUITY FUND INC,2023-12-29
18325,WTER,ALKALINE WATER CO INC,2023-12-29
13561,SFBC,SOUND FINANCIAL BANCORP INC,2023-12-29
18322,WRAP,WRAP TECHNOLOGIES INC,2023-12-29
13130,PPH,VANECK E T F TRUST,2023-12-29
20657,ACVA,A C V AUCTIONS INC,2023-12-29
17326,KERN,AKERNA CORP,2023-12-29
22747,VZLA,VIZSLA SILVER CORP,2023-12-29
24482,KGEI,KOLIBRI GLOBAL ENERGY INC,2023-12-29
23323,PDBA,INVESCO ACT MANAGED E T COMM FD,2023-12-29
15540,RILY,B RILEY FINANCIAL INC,2023-12-29
18320,TBLT,TOUGHBUILT INDUSTRIES INC,2023-12-29
21604,ABSI,ABSCI CORP,2023-12-29
82747,ASTC,ASTROTECH CORP,2023-12-29
17327,OSS,ONE STOP SYSTEMS INC,2023-12-29
89783,MUI,BLACKROCK MUNI INCOME FUND INC,2023-12-29
23865,PTEC,GLOBAL X FUNDS,2023-12-29
85602,SID,COMPANHIA SIDERURGICA NACIONAL,2023-12-29
23867,SHLT,SHL TELEMEDICINE LTD,2023-12-29
79646,RFI,COHEN & STEERS TOTAL RT RL FD IN,2023-12-29
21601,LAW,C S DISCO INC,2023-12-29
19899,IH,IHUMAN INC,2023-12-29
12675,SPBO,SPDR SERIES TRUST,2023-12-29
19514,BEPC,BROOKFIELD RENEWABLE CORP,2023-12-29
89781,MOH,MOLINA HEALTHCARE INC,2023-12-29
21770,SNTG,SENTAGE HOLDINGS INC,2023-12-29
23866,PTHR,PONO CAPITAL THREE INC,2023-12-29
10318,BCPC,BALCHEM CORP,2023-12-29
17318,FAMI,FARMMI INC,2023-12-29
88302,IYY,ISHARES TRUST,2023-12-29
18328,EMFQ,AMPLIFY ETF TRUST,2023-12-29
24485,MNY,MONEYHERO LTD,2023-12-29
17323,LVO,LIVEONE INC,2023-12-29
14996,CIZ,VICTORY PORTFOLIOS II,2023-12-29
22305,HCVI,HENNESSY CAPITAL INV CORP VI,2023-12-29
23322,MOB,MOBILICOM LTD,2023-12-29
15541,RPD,RAPID7 INC,2023-12-29
17324,NXTP,NEXTPLAY TECHNOLOGIES INC,2023-12-29
22748,IFIN,INFINT ACQUISITION CORP,2023-12-29
20656,DOCN,DIGITALOCEAN HOLDINGS INC,2023-12-29
75269,DX,DYNEX CAPITAL INC,2023-12-29
23509,ASPI,ASP ISOTOPES INC,2023-12-29
22308,HHGC,H H G CAPITAL CORP,2023-12-29
79644,KOF,COCA COLA FEMSA S A B DE C V,2023-12-29
92542,PGX,INVESCO E T F TRUST II,2023-12-29
90618,PBW,INVESCO E T F TRUST,2023-12-29
17263,EYEN,EYENOVIA INC,2023-12-29
17440,CEFS,EXCHANGE LISTED FUNDS TRUST,2023-12-29
93186,HEDJ,WISDOMTREE TRUST,2023-12-29
21625,PSQH,PSQ HOLDINGS INC,2023-12-29
19849,SMMT,SUMMIT THERAPEUTICS INC,2023-12-29
93345,CDXS,CODEXIS INC,2023-12-29
91774,SSG,PROSHARES TRUST,2023-12-29
89908,CONN,CONNS INC,2023-12-29
17563,PTNQ,PACER FUNDS TRUST,2023-12-29
24450,IWMY,TIDAL TRUST II,2023-12-29
23367,KPOP,EXCHANGE TRADED CONCEPTS TR,2023-12-29
15382,RKDA,ARCADIA BIOSCIENCES INC,2023-12-29
22385,GREI,GOLDMAN SACHS E T F TRUST,2023-12-29
18153,MUST,COLUMBIA E T F TRUST I,2023-12-29
21023,ARRW,ARROWROOT ACQUISITION CORP,2023-12-29
17565,GCOW,PACER FUNDS TRUST,2023-12-29
15069,MRO,MARATHON OIL CORP,2023-12-29
23482,IQHI,INDEXIQ ACTIVE E T F TRUST,2023-12-29
18151,ACB,AURORA CANNABIS INC,2023-12-29
24449,SQY,TIDAL TRUST II,2023-12-29
17568,PWS,PACER FUNDS TRUST,2023-12-29
