PERMNO,TICKER,COMNAM,date
19584,MAXN,MAXEON SOLAR TECHNOLOGIES LTD,2023-12-29
88223,IWV,ISHARES TRUST,2023-12-29
23928,APCB,TRUST FOR PROFESSIONAL MANAGERS,2023-12-29
13999,LITB,LIGHTINTHEBOX HOLDING CO LTD,2023-12-29
78091,GURE,GULF RESOURCES INC,2023-12-29
17569,CALF,PACER FUNDS TRUST,2023-12-29
22655,THAR,THARIMMUNE INC,2023-12-29
85399,POWW,AMMO INC,2023-12-29
20737,ZH,ZHIHU INC,2023-12-29
22659,HOUR,HOUR LOOP INC,2023-12-29
19583,IVZ,INVESCO LTD,2023-12-29
22661,IGTA,INCEPTION GROWTH ACQ LTD,2023-12-29
87404,CXDO,CREXENDO INC,2023-12-29
20735,BUZZ,VANECK E T F TRUST,2023-12-29
21024,STIX,SEMANTIX INC,2023-12-29
91760,UDN,INVESCO DB US DOLLAR IND TR,2023-12-29
22383,FSIG,FIRST TRUST E T F IV,2023-12-29
18160,FLSA,FRANKLIN TEMPLETON E T F TRUST,2023-12-29
15389,RNRG,GLOBAL X FUNDS,2023-12-29
10200,RGEN,REPLIGEN CORP,2023-12-29
15383,STKS,ONE GROUP HOSPITALITY INC,2023-12-29
17561,PTLC,PACER FUNDS TRUST,2023-12-29
17562,PTMC,PACER FUNDS TRUST,2023-12-29
15381,OPGN,OPGEN INC,2023-12-29
22660,IDAI,T STAMP INC,2023-12-29
15067,FRPT,FRESHPET INC,2023-12-29
13230,SLVP,ISHARES INC,2023-12-29
92599,EIS,ISHARES INC,2023-12-29
79362,YPF,Y P F SOCIEDAD ANONIMA,2023-12-29
14000,ISRA,VANECK E T F TRUST,2023-12-29
18158,FLLA,FRANKLIN TEMPLETON E T F TRUST,2023-12-29
24451,BSMC,2023 E T F SERIES TRUST,2023-12-29
48961,DSGR,DISTRIBUTION SOLUTIONS GROUP INC,2023-12-29
90443,NAK,NORTHERN DYNASTY MINERALS LTD,2023-12-29
11775,JOUT,JOHNSON OUTDOORS INC,2023-12-29
18157,DSTL,E T F SERIES SOLUTIONS,2023-12-29
93143,VCLT,VANGUARD SCOTTSDALE FUNDS,2023-12-29
22384,GIA,GIGCAPITAL5 INC,2023-12-29
22386,GDOC,GOLDMAN SACHS E T F TRUST,2023-12-29
79360,VPV,INVESCO PA VALUE MUNICIPAL IN TR,2023-12-29
20739,FATH,FATHOM DIGITAL MANUFACT CORP,2023-12-29
23371,OSEA,HARBOR E T F TRUST,2023-12-29
78107,NAZ,NUVEEN AZ QUALITY MUNI INCOME FD,2023-12-29
22654,HAIA,HEALTHCARE AI ACQUISITION CORP,2023-12-29
75605,FRME,FIRST MERCHANTS CORP,2023-12-29
21022,AQWA,GLOBAL X FUNDS,2023-12-29
19591,BUFR,FIRST TRUST E T F VIII,2023-12-29
12495,TROO,T R O O P S INC,2023-12-29
90434,FAM,FIRST TRUST ABRDN GLB OPP INC FD,2023-12-29
92600,TUR,ISHARES INC,2023-12-29
13987,PW,POWER REIT,2023-12-29
75331,BKT,BLACKROCK INCOME TRUST INC,2023-12-29
23479,IQSM,INDEXIQ E T F TRUST,2023-12-29
92852,LOPE,GRAND CANYON EDUCATION INC,2023-12-29
90433,NGD,NEW GOLD INC,2023-12-29
24036,JULH,INNOVATOR E T F S TRUST,2023-12-29
21020,AAL,AMERICAN AIRLINES GROUP INC,2023-12-29
21732,IMRX,IMMUNEERING CORP,2023-12-29
89915,MGRC,MCGRATH RENTCORP,2023-12-29
13985,RVNU,D B X ETF TRUST,2023-12-29
88222,IWM,ISHARES TRUST,2023-12-29
22388,GUG,GUGGENHEIM ACTIVE ALLO FUND,2023-12-29
18144,ACA,ARCOSA INC,2023-12-29
91938,EDD,MORGAN STANLEY EMRG MKTS DOM DBT,2023-12-29
79356,VCV,INVESCO CALIFORNIA VL MUNI IN TR,2023-12-29
10158,AMRC,AMERESCO INC,2023-12-29
15379,MDGS,MEDIGUS LTD,2023-12-29
92862,UGL,PROSHARES TRUST II,2023-12-29
23927,APMU,TRUST FOR PROFESSIONAL MANAGERS,2023-12-29
53604,GRC,GORMAN RUPP CO,2023-12-29
91776,SRS,PROSHARES TRUST,2023-12-29
91944,GWX,SPDR INDEX SHARES FUNDS,2023-12-29
18150,ETRN,EQUITRANS MIDSTREAM CORP,2023-12-29
23370,XSEP,FIRST TRUST E T F VIII,2023-12-29
17570,ICOW,PACER FUNDS TRUST,2023-12-29
90436,HALO,HALOZYME THERAPEUTICS INC,2023-12-29
19585,KYMR,KYMERA THERAPEUTICS INC,2023-12-29
84403,WWD,WOODWARD INC,2023-12-29
92843,SCO,PROSHARES TRUST II,2023-12-29
23929,USE,U S C F ETF TRUST,2023-12-29
82651,WAT,WATERS CORP,2023-12-29
18149,ALYA,ALITHYA GROUP INC,2023-12-29
60599,LUMN,LUMEN TECHOLOGIES INC,2023-12-29
17571,COWZ,PACER FUNDS TRUST,2023-12-29
13176,DBL,DOUBLELINE OPPORTUN CREDIT FUND,2023-12-29
82213,RWT,REDWOOD TRUST INC,2023-12-29
21735,INAB,IN8BIO INC,2023-12-29
20740,BLUA,BLUERIVER ACQUISITION CORP,2023-12-29
85397,RDCM,RADCOM LTD,2023-12-29
12644,UAN,C V R PARTNERS LP,2023-12-29
23930,ZTAX,X SQUARE SERIES TRUST,2023-12-29
68427,IAF,ABRDN AUSTRALIA EQUITY FUND INC,2023-12-29
15070,AROW,ARROW FINANCIAL CORP,2023-12-29
24210,IBIE,ISHARES TRUST,2023-12-29
19848,VTRU,VITRU LTD,2023-12-29
22387,GBUY,GOLDMAN SACHS E T F TRUST,2023-12-29
18145,YETI,YETI HOLDINGS INC,2023-12-29
18148,DOMH,DOMINARI HOLDINGS INC,2023-12-29
89900,SNX,TD SYNNEX CORP,2023-12-29
21736,KAVL,KAIVAL BRANDS INNOVATIONS GP INC,2023-12-29
23926,APIE,TRUST FOR PROFESSIONAL MANAGERS,2023-12-29
24259,CCG,CHECHE GROUP INC,2023-12-29
24454,FDTB,TWO ROADS SHARED TRUST,2023-12-29
17540,NULG,NUSHARES E T F TRUST,2023-12-29
22667,KSCP,KNIGHTSCOPE INC,2023-12-29
23361,KARB,E T F SERIES SOLUTIONS,2023-12-29
75622,BPT,B P PRUDHOE BAY ROYALTY TRUST,2023-12-29
12647,FEP,FIRST TR EXCH TRD ALPHADEX FD II,2023-12-29
21738,KROP,GLOBAL X FUNDS,2023-12-29
93423,SIX,SIX FLAGS ENTERTAINMENT CORP,2023-12-29
22378,DSAQ,DIRECT SELLING ACQ CORP,2023-12-29
79382,PFC,PREMIER FINANCIAL CORP,2023-12-29
18167,UOCT,INNOVATOR E T F S TRUST,2023-12-29
14008,AMGN,AMGEN INC,2023-12-29
20731,ELIQ,ELECTRIQ POWER HOLDINGS INC,2023-12-29
15065,FGEN,FIBROGEN INC,2023-12-29
41452,HELE,HELEN OF TROY LTD,2023-12-29
87394,IMMR,IMMERSION CORP,2023-12-29
19854,EBC,EASTERN BANKSHARES INC,2023-12-29
17541,NULV,NUSHARES E T F TRUST,2023-12-29
90455,MPWR,MONOLITHIC PWR SYS INC,2023-12-29
17542,NUMG,NUSHARES E T F TRUST,2023-12-29
19576,RXT,RACKSPACE TECHNOLOGY INC,2023-12-29
91757,NIE,VIRTUS ALLIANZGI EQ & CON INC FD,2023-12-29
15398,CC,CHEMOURS CO,2023-12-29
89897,NMZ,NUVEEN MUNICIPAL HIGH INC OP FD,2023-12-29
18166,POCT,INNOVATOR E T F S TRUST,2023-12-29
21026,AVAH,AVEANNA HEALTHCARE HOLDINGS INC,2023-12-29
20732,MINN,TRUST FOR PROFESSIONAL MANAGERS,2023-12-29
23922,HEAT,TOUCHSTONE ETF TRUST,2023-12-29
12488,LEDS,SEMILEDS CORP,2023-12-29
17528,EBLU,MANAGED PORTFOLIO SERIES,2023-12-29
90464,SPOK,SPOK HOLDINGS INC,2023-12-29
21740,MCAF,MOUNTAIN CREST ACQ CORP IV,2023-12-29
92597,HI,HILLENBRAND INC,2023-12-29
89893,GDV,GABELLI DIVIDEND & INCOME TRUST,2023-12-29
22669,LGST,SEMPER PARATUS ACQ CORP,2023-12-29
20729,SYUS,SYNTAX E T F TRUST,2023-12-29
85418,CAC,CAMDEN NATIONAL CORP,2023-12-29
91754,III,INFORMATION SERVICES GROUP INC,2023-12-29
22376,DFCF,DIMENSIONAL E T F TRUST,2023-12-29
79442,SIM,GRUPO SIMEC S A B DE C V,2023-12-29
18174,EAGG,ISHARES TRUST,2023-12-29
89895,DVY,ISHARES TRUST,2023-12-29
14009,BEP,BROOKFIELD RENEWABLE PARTNERS LP,2023-12-29
91947,UNG,UNITED STATES NATURAL GAS FD L P,2023-12-29
23360,XONE,BONDBLOXX ETF TRUST,2023-12-29
15400,ENR,ENERGIZER HOLDINGS INC NEW,2023-12-29
17530,SECT,NORTHERN LIGHTS FUND TR IV,2023-12-29
90458,NWE,NORTHWESTERN ENERGY GROUP INC,2023-12-29
37875,FUL,FULLER H B CO,2023-12-29
11547,CNMD,CONMED CORP,2023-12-29
78071,BIOL,BIOLASE INC,2023-12-29
19575,BIGC,BIGCOMMERCE HOLDINGS INC,2023-12-29
88228,IYF,ISHARES TRUST,2023-12-29
84397,UNTY,UNITY BANCORP INC,2023-12-29
24455,FDVL,TWO ROADS SHARED TRUST,2023-12-29
15064,FFWM,FIRST FOUNDATION INC,2023-12-29
17577,PBTP,INVESCO E T F TRUST II,2023-12-29
23925,APUE,TRUST FOR PROFESSIONAL MANAGERS,2023-12-29
15397,BLD,TOPBUILD CORP,2023-12-29
15066,FPXI,FIRST TRUST E T F II,2023-12-29
91945,SPDW,SPDR INDEX SHARES FUNDS,2023-12-29
24453,BUSA,2023 E T F SERIES TRUST,2023-12-29
82212,KFRC,KFORCE INC,2023-12-29
12490,IBM,INTERNATIONAL BUSINESS MACHS COR,2023-12-29
93181,SCPB,SPDR SERIES TRUST,2023-12-29
21737,KLTR,KALTURA INC,2023-12-29
20734,UMI,U S C F ETF TRUST,2023-12-29
85401,SIGA,S I G A TECHNOLOGIES INC,2023-12-29
15395,CABO,CABLE ONE INC,2023-12-29
38033,WEYS,WEYCO GROUP INC,2023-12-29
21624,BLND,BLEND LABS INC,2023-12-29
14002,PGHY,INVESCO E T F TRUST II,2023-12-29
19850,KRON,KRONOS BIO INC,2023-12-29
79363,AZN,ASTRAZENECA PLC,2023-12-29
75607,GEN,GEN DIGITAL INC,2023-12-29
24452,BINV,2023 E T F SERIES TRUST,2023-12-29
23483,AAA,INVESTMENT MANAGERS SERIES TR II,2023-12-29
78081,LGND,LIGAND PHARMACEUTICALS INC,2023-12-29
22662,ZCAR,ZOOMCAR HOLDINGS INC,2023-12-29
18161,GTIP,GOLDMAN SACHS E T F TRUST,2023-12-29
19579,AOUT,AMERICAN OUTDOOR BRANDS INC,2023-12-29
17547,NUEM,NUSHARES E T F TRUST,2023-12-29
90444,ORA,ORMAT TECHNOLOGIES INC,2023-12-29
88224,IYZ,ISHARES TRUST,2023-12-29
84398,SPY,SPDR S & P 500 E T F TRUST,2023-12-29
17546,NUDM,NUSHARES E T F TRUST,2023-12-29
68830,REX,REX AMERICAN RESOURCES CORP,2023-12-29
12646,FPA,FIRST TR EXCH TRD ALPHADEX FD II,2023-12-29
18163,PG,PROCTER & GAMBLE CO,2023-12-29
85414,NLY,ANNALY CAPITAL MANAGEMENT INC,2023-12-29
75320,USM,UNITED STATES CELLULAR CORP,2023-12-29
17543,NUMV,NUSHARES E T F TRUST,2023-12-29
23484,KMET,KRANESHARES TRUST,2023-12-29
78077,KAI,KADANT INC,2023-12-29
22666,KACL,KAIROUS ACQUISITION CORP LTD,2023-12-29
19851,ARRY,ARRAY TECHNOLOGIES INC,2023-12-29
22379,MSMR,E T F SERIES SOLUTIONS,2023-12-29
18165,BOCT,INNOVATOR E T F S TRUST,2023-12-29
21025,BETR,BETTER HOME & FINANCE HLDG CO,2023-12-29
19577,RKT,ROCKET COMPANIES INC,2023-12-29
88225,IYW,ISHARES TRUST,2023-12-29
20733,TUYA,TUYA INC,2023-12-29
90454,MKTX,MARKETAXESS HLDGS INC,2023-12-29
14003,PGZ,PRINCIPAL REAL ESTATE INCOME FD,2023-12-29
17544,NUSC,NUSHARES E T F TRUST,2023-12-29
24286,SRBK,SR BANCORP INC,2023-12-29
91758,UUP,INVESCO DB US DOLLAR IND TR,2023-12-29
15396,BW,BABCOCK & WILCOX ENTERPRISES INC,2023-12-29
89898,OMEX,ODYSSEY MARINE EXPLORATION INC,2023-12-29
24064,APGE,APOGEE THERAPEUTICS INC,2023-12-29
17545,NURE,NUSHARES E T F TRUST,2023-12-29
13452,TROX,TRONOX HOLDINGS PLC,2023-12-29
90448,GLD,SPDR GOLD TRUST,2023-12-29
27991,PNW,PINNACLE WEST CAPITAL CORP,2023-12-29
22380,CLDI,CALIDI BIOTHERAPEUTICS INC,2023-12-29
92598,THD,ISHARES INC,2023-12-29
82654,RY,ROYAL BANK CANADA MONTREAL QUE,2023-12-29
18143,LIN,LINDE PLC NEW,2023-12-29
19847,TSHA,TAYSHA GENE THERAPIES INC,2023-12-29
15076,PDBC,INVESCO ACT MANAGED E T COMM FD,2023-12-29
89935,MEIP,M E I PHARMA INC,2023-12-29
18128,STRO,SUTRO BIOPHARMA INC,2023-12-29
11762,ETN,EATON CORP PLC,2023-12-29
20751,SES,S E S A I CORP,2023-12-29
24442,AAPY,NEOS ETF TRUST,2023-12-29
15081,SKOR,FLEXSHARES TRUST,2023-12-29
17607,STOT,SSGA ACTIVE TRUST,2023-12-29
17608,EMTL,SSGA ACTIVE TRUST,2023-12-29
90400,ADES,ADVANCED EMISSIONS SOLUTIONS INC,2023-12-29
82234,FGH,F G GROUP HOLDINGS INC,2023-12-29
88219,IWD,ISHARES TRUST,2023-12-29
20752,JWSM,JAWS MUSTANG ACQ CORP,2023-12-29
12500,PSHG,PERFORMANCE SHIPPING INC,2023-12-29
79322,NSYS,NORTECH SYSTEMS INC,2023-12-29
13972,IDOG,ALPS E T F TRUST,2023-12-29
15084,TFIN,TRIUMPH FINANCIAL INC,2023-12-29
17610,TTAC,TRIMTABS ETF TRUST,2023-12-29
41292,HCSG,HEALTHCARE SERVICES GROUP INC,2023-12-29
23378,KDIV,KRANESHARES TRUST,2023-12-29
15358,SHOP,SHOPIFY INC,2023-12-29
21728,IBTL,ISHARES TRUST,2023-12-29
53613,MU,MICRON TECHNOLOGY INC,2023-12-29
54973,BCV,BANCROFT FUND LTD,2023-12-29
38156,WMB,WILLIAMS COS,2023-12-29
24443,AMZP,NEOS ETF TRUST,2023-12-29
92603,PIN,INVESCO INDIA E T F TRUST,2023-12-29
22638,CISO,CISO GLOBAL INC,2023-12-29
22396,NMAI,NUVEEN MULTI ASSET INCOME FUND,2023-12-29
22639,CMCA,CAPITALWORKS EMERG MKTS ACQ CORP,2023-12-29
19843,SLN,SILENCE THERAPEUTICS PLC,2023-12-29
18132,YI,111 INC,2023-12-29
90409,HURN,HURON CONSULTING GROUP INC,2023-12-29
19598,BEKE,K E HOLDINGS INC,2023-12-29
15364,SCNI,SCINAL IMMUNOTHERAPEUTICS LTD,2023-12-29
20750,CWT,CALIFORNIA WATER SERVICE GROUP,2023-12-29
85372,FARO,FARO TECHNOLOGIES INC,2023-12-29
57568,BALL,BALL CORP,2023-12-29
89927,TCOM,TRIP COM GROUP LTD,2023-12-29
17600,MRGR,PROSHARES TRUST,2023-12-29
18131,VIOT,VIOMI TECHNOLOGY CO LTD,2023-12-29
22397,SAEF,SCHWAB STRATEGIC TRUST,2023-12-29
23935,CAFG,PACER FUNDS TRUST,2023-12-29
19842,QYLG,GLOBAL X FUNDS,2023-12-29
17601,TMFC,R B B FUND INC,2023-12-29
18129,CHR,CHEER HOLDING INC,2023-12-29
21016,AKYA,AKOYA BIOSCIENCES INC,2023-12-29
78213,ULBI,ULTRALIFE CORP,2023-12-29
90401,ARCC,ARES CAPITAL CORP,2023-12-29
23375,KNW,KNOW LABS INC,2023-12-29
12633,SJB,PROSHARES TRUST,2023-12-29
19599,QS,QUANTUMSCAPE CORP,2023-12-29
24444,TSLP,NEOS ETF TRUST,2023-12-29
91780,SIJ,PROSHARES TRUST,2023-12-29
15361,ADAP,ADAPTIMMUNE THERAPEUTICS PLC,2023-12-29
13797,INBK,FIRST INTERNET BANCORP,2023-12-29
18122,IUS,INVESCO ET SELF INDEX FD TR,2023-12-29
11565,HBNC,HORIZON BANCORP INC,2023-12-29
13501,LDP,COHEN & STEERS LTD DUR PFD & INC,2023-12-29
20754,PSFE,PAYSAFE LTD,2023-12-29
21011,ACAH,ATLANTIC COASTAL ACQ CORP,2023-12-29
19601,NTST,NETSTREIT CORP,2023-12-29
88218,IJH,ISHARES TRUST,2023-12-29
23937,OAKU,OAK WOODS ACQUISITION CORP,2023-12-29
22404,RHTX,STARBOARD INVESTMENT TRUST,2023-12-29
18115,FVCB,FVCBANKCORP INC,2023-12-29
19840,PRFX,PAINREFORM LTD,2023-12-29
23938,TMTC,TMT ACQUISITION CORP,2023-12-29
85348,YUM,YUM BRANDS INC,2023-12-29
78236,ASM,AVINO SILVER & GOLD MINES LTD,2023-12-29
22634,BRFH,BARFRESH FOOD GROUP INC,2023-12-29
90394,SHO,SUNSTONE HOTEL INVESTORS INC NEW,2023-12-29
91781,RXD,PROSHARES TRUST,2023-12-29
79299,PZZA,PAPA JOHNS INTL INC,2023-12-29
15087,UPLD,UPLAND SOFTWARE INC,2023-12-29
91933,HYG,ISHARES TRUST,2023-12-29
92606,LTL,PROSHARES TRUST,2023-12-29
13969,SAMG,SILVERCREST ASSET MNGMNT GRP INC,2023-12-29
24242,LGLZ,TIDAL E T F TRUST,2023-12-29
17621,VFMV,VANGUARD WELLINGTON FUND,2023-12-29
93179,PPC,PILGRIMS PRIDE CORP NEW,2023-12-29
23379,LVWR,LIVEWIRE GROUP INC,2023-12-29
17622,VFMO,VANGUARD WELLINGTON FUND,2023-12-29
22632,BOCN,BLUE OCEAN ACQUISITION CORP,2023-12-29
15348,LABU,DIREXION SHARES E T F TRUST,2023-12-29
15351,FTAI,FTAI AVIATION LTD,2023-12-29
17599,HYHG,PROSHARES TRUST,2023-12-29
17615,WLDR,TWO ROADS SHARED TRUST,2023-12-29
62958,SENEB,SENECA FOODS CORP NEW,2023-12-29
24441,CDE,COEUR MINING INC,2023-12-29
78223,AEM,AGNICO EAGLE MINES LTD,2023-12-29
22636,CFSB,C F S B BANCORP INC,2023-12-29
13180,EMX,E M X ROYALTY CORP,2023-12-29
75591,IEX,IDEX CORP,2023-12-29
87432,A,AGILENT TECHNOLOGIES INC,2023-12-29
89941,TZOO,TRAVELZOO,2023-12-29
17613,TTAI,TRIMTABS ETF TRUST,2023-12-29
90396,CUBE,CUBESMART,2023-12-29
75336,CIF,M F S INTERMEDIATE HIGH INC FUND,2023-12-29
23476,RYLG,GLOBAL X FUNDS,2023-12-29
84419,ELTK,ELTEK LTD,2023-12-29
27983,XRX,XEROX HOLDINGS CORP,2023-12-29
22398,HEQT,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
19600,AUGZ,LISTED FUNDS TRUST,2023-12-29
23936,LAES,SEALSQ CORP,2023-12-29
13971,VWOB,VANGUARD WHITEHALL FUNDS,2023-12-29
21727,HYDR,GLOBAL X FUNDS,2023-12-29
24127,SDVD,FIRST TRUST E T F IV,2023-12-29
22399,SKE,SKEENA RESOURCES LTD,2023-12-29
10145,HON,HONEYWELL INTERNATIONAL INC,2023-12-29
21631,IDUB,E T F SERIES SOLUTIONS,2023-12-29
19841,QQQN,VICTORY PORTFOLIOS II,2023-12-29
17614,DALT,TWO ROADS SHARED TRUST,2023-12-29
89942,GBLI,GLOBAL INDEMNITY GROUP LLC,2023-12-29
18116,GRTS,GRITSTONE BIO INC,2023-12-29
22635,BRKH,BURTECH ACQUISITION CORP,2023-12-29
13973,BFOR,ALPS E T F TRUST,2023-12-29
23477,GRNT,GRANITE RIDGE RESOURCES INC,2023-12-29
79323,ALL,ALLSTATE CORP,2023-12-29
24445,NFLP,NEOS ETF TRUST,2023-12-29
23372,INLX,INTELLINETICS INC,2023-12-29
15375,JAGX,JAGUAR HEALTH INC,2023-12-29
22645,ENCP,ENERGEM CORP,2023-12-29
23931,XEL,X C E L ENERGY INC,2023-12-29
21626,KLNE,DIREXION SHARES E T F TRUST,2023-12-29
89921,OXSQ,OXFORD SQUARE CAPITAL CORP,2023-12-29
19846,SYTA,SIYATA MOBILE INC,2023-12-29
84411,CCEL,CRYO CELL INTERNATIONAL INC,2023-12-29
21019,COCH,ENVOY MEDICAL INC,2023-12-29
38093,AJG,GALLAGHER ARTHUR J & CO,2023-12-29
93334,UPV,PROSHARES TRUST,2023-12-29
20743,CSTA,CONSTELLATION ACQ CORP I,2023-12-29
12497,ASMB,ASSEMBLY BIOSCIENCES INC,2023-12-29
90427,TXRH,TEXAS ROADHOUSE INC,2023-12-29
93180,MUNI,PIMCO E T F TRUST,2023-12-29
85390,PLCE,CHILDRENS PLACE INC,2023-12-29
23373,NXTE,INVESTMENT MANAGERS SERIES TR II,2023-12-29
18137,ALLO,ALLOGENE THERAPEUTICS INC,2023-12-29
92601,NOG,NORTHERN OIL & GAS INC,2023-12-29
13983,COTY,COTY INC,2023-12-29
91778,REW,PROSHARES TRUST,2023-12-29
15373,GLPG,GALAPAGOS NV,2023-12-29
78189,PESI,PERMA FIX ENVIRONMENTAL SVCS INC,2023-12-29
22644,DMAT,GLOBAL X FUNDS,2023-12-29
82215,ENVB,ENVERIC BIOSCIENCES INC,2023-12-29
17584,XSHQ,INVESCO E T F TRUST II,2023-12-29
18136,ESTC,ELASTIC N V,2023-12-29
79338,LNW,LIGHT & WONDER INC,2023-12-29
90430,FENC,FENNEC PHARMACEUTICALS INC,2023-12-29
13455,SONN,SONNET BIOTHERAPEUTICS HLDGS INC,2023-12-29
24448,MRNY,TIDAL TRUST II,2023-12-29
17580,PBUS,INVESCO E T F TRUST II,2023-12-29
15378,LIFE,ATYR PHARMA INC,2023-12-29
20742,CPTK,CROWN PROPTECH ACQUISITIONS,2023-12-29
13707,RDHL,REDHILL BIOPHARMA LTD,2023-12-29
24146,ZSC,U S C F ETF TRUST,2023-12-29
78170,SM,S M ENERGY CO,2023-12-29
22646,FEXD,FINTECH ECO DEVELOPMENT CORP,2023-12-29
13787,RC,READY CAPITAL CORP,2023-12-29
24070,ESHA,ESH ACQUISITION CORP,2023-12-29
89916,NXST,NEXSTAR MEDIA GROUP INC,2023-12-29
23478,HAPI,HARBOR E T F TRUST,2023-12-29
85394,PSMT,PRICESMART INC,2023-12-29
24124,SAUG,FIRST TRUST E T F VIII,2023-12-29
24447,CGRO,TIDAL TRUST II,2023-12-29
91777,SDP,PROSHARES TRUST,2023-12-29
22389,HFGO,HARTFORD FUNDS E T TRUST,2023-12-29
18142,REZI,RESIDEO TECHNOLOGIES INC,2023-12-29
12641,AL,AIR LEASE CORP,2023-12-29
24446,MSFY,NEOS ETF TRUST,2023-12-29
19593,MIR,MIRION TECHNOLOGIES INC,2023-12-29
88221,IWB,ISHARES TRUST,2023-12-29
18138,LTHM,LIVENT CORP,2023-12-29
15072,JYNT,JOINT CORP,2023-12-29
17581,SPMV,INVESCO E T F TRUST II,2023-12-29
19592,ML,MONEYLION INC,2023-12-29
87426,LCII,L C I INDUSTRIES,2023-12-29
21730,IINN,INSPIRA TECHNOLOGIES OXY BHN LTD,2023-12-29
23932,BDGS,E A SERIES TRUST,2023-12-29
59619,SXT,SENSIENT TECHNOLOGIES CORP,2023-12-29
41355,PH,PARKER HANNIFIN CORP,2023-12-29
20747,HHLA,H H & L ACQUISITION CO,2023-12-29
15073,LMBS,FIRST TRUST E T F IV,2023-12-29
91937,TMUS,T MOBILE U S INC,2023-12-29
92602,PM,PHILIP MORRIS INTERNATIONAL INC,2023-12-29
68419,WTM,WHITE MOUNTAINS INS GROUP INC,2023-12-29
13976,AIRI,AIR INDUSTRIES GROUP,2023-12-29
78211,UVE,UNIVERSAL INSURANCE HOLDINGS INC,2023-12-29
17595,EMDV,PROSHARES TRUST,2023-12-29
13595,CXSE,WISDOMTREE TRUST,2023-12-29
88220,IWF,ISHARES TRUST,2023-12-29
19595,TFJL,INNOVATOR E T F S TRUST,2023-12-29
84413,CERS,CERUS CORP,2023-12-29
22640,CNGL,CANNA GLOBAL ACQUISITION CORP,2023-12-29
22394,JPIE,J P MORGAN E T F TRUST,2023-12-29
13577,HY,HYSTER YALE MATERIALS HANDLG INC,2023-12-29
87430,KTOS,KRATOS DEFENSE & SECUR SOLS INC,2023-12-29
91779,DUG,PROSHARES TRUST,2023-12-29
92747,URG,UR ENERGY INC,2023-12-29
89925,DZSI,D Z S INC,2023-12-29
18133,YMAB,Y MABS THERAPEUTICS INC,2023-12-29
23374,JHDV,JOHN HANCOCK E T F TRUST,2023-12-29
15365,BZUN,BAOZUN INC,2023-12-29
93424,CORN,TEUCRIUM COMMODITY TRUST,2023-12-29
17598,PEX,PROSHARES TRUST,2023-12-29
21017,ALKT,ALKAMI TECHNOLOGY INC,2023-12-29
49680,DHR,DANAHER CORP,2023-12-29
17593,IGHG,PROSHARES TRUST,2023-12-29
17591,OILK,PROSHARES TRUST,2023-12-29
13978,BTG,B2GOLD CORP,2023-12-29
17587,XSHD,INVESCO E T F TRUST II,2023-12-29
92974,SIVR,ABRDN SILVER ETF TRUST,2023-12-29
20745,FERG,FERGUSON PLC,2023-12-29
21018,RMCO,ROYALTY MANAGEMENT HOLDING CORP,2023-12-29
22392,RSPE,INVESCO E T F TRUST II,2023-12-29
17589,PREF,PRINCIPAL EXCHANGE TRADED FUNDS,2023-12-29
22643,DCFC,TRITIUM D C F C LTD,2023-12-29
27562,CBRL,CRACKER BARREL OLD COUNTRY STORE,2023-12-29
75603,CRUS,CIRRUS LOGIC INC,2023-12-29
90423,INVA,THERAVANCE INC,2023-12-29
89922,ADEA,ADEIA INC,2023-12-29
23934,BKWO,B N Y MELLON E T F TRUST,2023-12-29
13229,DVYE,ISHARES INC,2023-12-29
18135,GH,GUARDANT HEALTH INC,2023-12-29
85377,WAVD,WAVEDANCER INC,2023-12-29
19594,TBJL,INNOVATOR E T F S TRUST,2023-12-29
21729,ICVX,ICOSAVAX INC,2023-12-29
93144,VCSH,VANGUARD SCOTTSDALE FUNDS,2023-12-29
23933,BKIV,B N Y MELLON E T F TRUST,2023-12-29
92878,OVLY,OAK VALLEY BANCORP,2023-12-29
15371,COLL,COLLEGIUM PHARMACEUTICAL INC,2023-12-29
22393,ELQD,ISHARES TRUST,2023-12-29
18134,UPWK,UPWORK INC,2023-12-29
21628,FLYX,FLYEXCLUSIVE INC,2023-12-29
82649,MATV,MATIV HOLDINGS INC,2023-12-29
13731,PHDG,INVESCO ACTIVELY MANAGED ETF TR,2023-12-29
17444,BELFA,BEL FUSE INC,2023-12-29
23921,AMPD,TIDAL TRUST II,2023-12-29
21623,MVPS,AMPLIFY ETF TRUST,2023-12-29
17461,NEAR,ISHARES U S ETF TRUST,2023-12-29
22693,XPDB,POWER & DIGITAL INFR ACQ II CORP,2023-12-29
18207,OCCI,O F S CREDIT CO INC,2023-12-29
84385,NSP,INSPERITY INC,2023-12-29
21041,EM,SMART SHARE GLOBAL LTD,2023-12-29
19558,IMTX,IMMATICS N V,2023-12-29
21748,NYXH,NYXOAH S A,2023-12-29
21619,ALCC,ALTC ACQUISITION CORP,2023-12-29
24122,XAUG,FIRST TRUST E T F VIII,2023-12-29
82670,TGTX,T G THERAPEUTICS INC,2023-12-29
17464,IETC,ISHARES U S ETF TRUST,2023-12-29
90512,PGJ,INVESCO E T F TRUST,2023-12-29
23902,EMM,GLOBAL X FUNDS,2023-12-29
